time_ms,left_accel_x,left_accel_y,left_accel_z,left_gyro_x,left_gyro_y,left_gyro_z,right_accel_x,right_accel_y,right_accel_z,right_gyro_x,right_gyro_y,right_gyro_z
12931,-9.53,0.08,-0.82,-1.5625,-60.125,-9.3125,-10.28,-0.95,-6.44,131.4375,-98.875,5.125
13028,-10.15,2.53,1.28,-20.0625,-26.6875,4.875,-12.24,-2.2,-5.16,17.8125,-20.125,-20.0625
13133,-13.53,1.67,-1.31,-56.375,40.25,7.5,-14.1,-1.89,4.13,-68.1875,-98.4375,9.9375
13225,-14.83,-0.38,1.48,37.0625,194.4375,37.3125,-5.61,-2.14,7.09,3.25,-69.6875,0.125
13333,-10.38,2.45,1.7,124.0,144.125,41.1875,-9.52,1.76,0.33,68.25,-38.5625,-33.1875
13430,-5.17,-0.27,-1.33,92.6875,78.8125,23.25,-9.11,-3.06,1.96,96.5625,-34.9375,1.75
13529,-4.9,-1.37,-1.12,-4.1875,-16.875,11.375,-9.45,0.03,1.05,-8.9375,-59.6875,6.8125
13632,-12.77,5.15,-7.09,6.5625,-107.0,-73.375,-10.05,-2.96,0.61,26.1875,-47.625,7.125
13728,-8.97,-1.12,-3.58,40.4375,28.4375,35.4375,-12.12,-1.39,-0.61,33.6875,-7.0,-4.625
13832,-11.4,0.66,1.86,-34.3125,2.0625,11.875,-11.52,2.26,-1.15,-19.6875,143.1875,21.1875
13930,-9.31,1.97,1.19,-9.5625,-70.1875,-11.1875,-13.7,-3.66,2.35,1.1875,144.75,-61.6875
14033,-8.98,0.51,0.18,-90.375,-102.0,1.6875,-8.1,-0.15,0.03,-127.25,106.75,-18.75
14129,-9.5,3.02,-0.19,-63.1875,-71.6875,-18.8125,-4.56,0.51,1.85,-81.3125,24.8125,6.0
14230,-8.69,0.15,0.12,-25.9375,-49.0,-7.0,-8.34,-0.01,-4.82,109.375,-66.375,-3.8125
14328,-10.42,2.06,1.61,-27.875,-30.125,4.625,-13.88,-0.71,-7.26,-8.875,-53.125,-19.75
14431,-13.78,1.9,-1.23,-47.0,48.625,10.25,-14.8,-1.04,2.44,-73.25,-101.3125,-7.9375
14527,-13.83,2.59,3.25,-6.0,202.25,33.75,-6.05,-2.51,7.02,-11.0625,-60.5,-5.375
14633,-10.31,1.56,1.64,154.125,145.5625,43.0625,-9.62,1.11,0.65,74.375,-44.4375,-43.0625
14727,-5.18,-0.36,-0.85,90.125,87.75,27.75,-9.11,-3.22,1.96,90.5625,-34.75,-4.0625
14830,-4.74,-2.04,-1.26,4.3125,-29.625,5.75,-9.31,-0.24,1.24,26.375,-53.125,2.0
14928,-15.17,4.26,-8.47,6.25,-87.3125,-35.625,-9.82,-3.38,2.72,43.4375,-47.8125,8.5
15032,-12.74,-3.67,-3.49,54.5625,-9.0,17.5,-13.75,-3.12,0.09,60.9375,-12.9375,-2.6875
15130,-11.41,-1.16,3.25,-22.25,-31.5625,4.9375,-11.7,3.67,-0.39,-15.5625,153.0,16.25
15230,-9.63,1.78,0.21,4.25,-76.3125,-16.9375,-13.55,-4.07,2.84,-76.375,150.625,-48.375
15329,-8.76,-0.22,0.22,-80.4375,-104.875,-4.3125,-8.77,0.11,0.04,-95.0625,118.625,-12.75
15431,-9.47,2.67,-0.65,-87.125,-72.8125,-16.0,-4.44,-0.29,1.94,-60.3125,19.25,11.0
15529,-8.8,1.53,0.31,1.3125,-49.6875,-5.125,-8.09,-0.89,-4.35,94.3125,-74.875,12.375
15632,-9.4,2.39,1.37,-40.75,-26.625,3.875,-15.5,-2.66,-8.33,40.75,-25.1875,-14.875
15727,-13.8,2.01,-1.68,-48.1875,18.4375,14.25,-13.55,-1.37,4.74,-105.3125,-117.3125,-15.25
15837,-15.09,1.05,2.23,33.625,187.5625,18.3125,-5.62,-2.1,6.16,20.125,-40.625,-8.4375
15932,-10.9,1.82,1.49,89.5625,150.5625,46.4375,-10.32,0.08,0.81,54.0625,-59.625,-31.6875
16037,-5.3,0.22,-0.37,100.5,101.0625,36.4375,-9.14,-1.72,1.24,99.625,-28.8125,-6.25
16139,-4.24,-1.77,-0.19,25.5625,-16.3125,1.375,-9.54,-1.12,1.55,-9.4375,-53.625,2.5625
16236,-14.39,5.63,-10.83,-69.5,-132.8125,-50.9375,-9.95,-2.53,0.38,50.1875,-47.25,10.0625
