time_ms,left_accel_x,left_accel_y,left_accel_z,left_gyro_x,left_gyro_y,left_gyro_z,right_accel_x,right_accel_y,right_accel_z,right_gyro_x,right_gyro_y,right_gyro_z
16673,0.86,-0.061,-0.174,0.59111,-0.08556,0.62222,0.857,-0.274,0.121,-1.10444,0.22222,1.70222
16773,1.16,0.039,-0.529,0.60778,0.14,0.12,1.287,-0.721,0.044,0.29667,-0.31111,0.69556
16874,1.399,-0.354,-0.021,0.20889,0.01444,-2.47,1.05,-0.29,-0.104,2.43111,0.34556,1.19889
16973,1.392,0.153,-0.539,-0.49444,1.24889,-2.31111,1.182,-0.083,0.576,0.36889,0.27111,1.46667
17074,0.889,0.071,0.104,-3.10556,0.37444,-1.45222,0.883,-0.146,0.043,-0.62,-0.25444,0.49444
17174,0.355,0.058,0.0,0.26222,0.08444,-0.2,0.91,0.075,0.236,-0.35556,0.0,0.84333
17272,0.699,-0.302,-0.34,1.19,-0.88111,1.97556,0.894,0.003,0.217,-0.65667,0.11333,0.83667
17372,0.977,-0.323,-0.064,0.36333,0.88,-0.43556,1.173,0.063,0.291,-0.37556,0.0,0.03556
17470,0.582,0.088,0.005,-1.07111,0.79333,-1.08556,1.277,-0.195,-0.149,0.55778,0.17889,-2.40667
17575,0.941,0.217,-0.599,0.18556,-0.18444,1.19444,1.472,0.275,0.586,-0.73667,-0.99667,-2.43444
17675,0.943,0.003,-0.131,1.24,0.0,1.38,0.81,-0.056,0.037,2.16889,-0.57111,-1.43333
17775,0.911,-0.006,-0.276,0.95,-0.25778,1.2,0.395,0.108,-0.078,0.41667,0.07444,-0.23778
17874,0.979,-0.143,-0.341,0.24,-0.19556,0.92222,0.674,-0.208,0.076,-1.04444,0.49889,2.02667
17973,0.928,0.304,-0.395,0.40556,0.12556,0.04556,1.215,-0.84,-0.066,-0.55,-0.87333,-0.59889
18074,1.482,-0.321,-0.167,-0.07222,0.22556,-1.60667,1.528,-0.201,0.313,1.41333,-0.36222,0.41
18173,1.634,0.318,-0.353,0.36333,0.59111,-2.76333,1.237,0.018,0.405,0.48222,-0.11222,1.18889
18276,0.844,0.034,-0.096,-2.61111,0.57556,-1.69667,0.866,0.07,0.379,-1.84556,-0.15444,1.45889
18375,0.349,0.013,0.073,-0.90556,-0.04778,-0.51111,0.931,-0.058,0.14,-0.78222,0.06778,1.43111
18473,0.516,-0.21,0.064,0.79889,-0.46556,1.37556,0.97,0.04,0.243,-0.59444,0.17222,0.87
18576,1.474,-0.635,-0.471,-1.22111,0.54444,0.03889,1.122,-0.001,0.589,-0.60889,0.23667,0.10889
18672,2.345,-0.387,-1.025,-1.51889,0.09,-0.72333,1.38,-0.184,-0.035,0.49,0.14222,-2.78
18776,0.919,0.239,-0.592,1.38778,-0.03556,1.10889,1.439,0.16,0.51,0.48,-1.11111,-2.26
18873,0.922,0.024,-0.21,1.36889,-0.01444,1.50333,0.721,-0.018,0.007,1.84778,-0.33889,-1.79889
18971,0.896,0.069,-0.373,1.17,-0.3,1.26444,0.36,0.187,-0.039,0.54444,0.14333,-0.37889
19074,0.905,-0.118,-0.253,0.76667,-0.14,0.86,0.665,-0.187,0.186,-0.92556,0.99222,2.20667
19176,1.083,-0.054,-0.317,0.22444,0.09,0.13222,0.725,-0.646,-0.221,-0.16333,-0.48222,-1.63333
19273,1.471,-0.271,-0.063,-0.65111,0.07778,-2.34444,0.635,-0.296,-0.294,1.39111,-1.35667,-1.71556
19374,1.387,0.142,-0.535,0.68667,0.99778,-2.8,0.931,-0.03,0.266,0.38333,-0.25,1.47444
19474,0.614,0.046,-0.151,-2.01333,0.79,-1.74556,0.833,0.125,0.042,-1.27111,-0.24889,1.96
19572,0.174,0.15,0.037,-1.29,-0.23,-0.17889,0.913,0.151,0.144,-1.6,0.11222,1.26556
19665,1.054,-0.629,-0.274,0.53667,-0.43889,2.84,1.114,-0.077,0.203,-1.11667,0.14556,0.80667
19775,0.938,-0.504,0.635,-1.96667,0.52667,-0.04,1.544,-0.161,0.358,-0.08889,-0.12444,-0.39222
19871,0.0,1.132,0.293,1.75,0.76444,0.12778,1.511,0.391,0.167,0.31667,-0.14111,-3.44889
19972,0.867,-0.047,-0.006,0.06889,0.00222,1.67,1.177,0.232,0.067,2.31444,-0.73,-1.99111
20072,0.846,0.035,-0.145,1.40444,-0.08778,1.45556,0.384,0.049,-0.072,1.02,-0.5,-1.41444
20175,0.888,0.073,-0.246,0.77556,-0.37,1.01111,0.329,0.144,-0.036,0.07778,0.26556,0.4
20272,1.011,0.086,-0.404,0.88444,-0.06556,0.56333,2.315,-1.556,0.615,1.08222,0.02,0.82333
20374,1.425,-0.133,-0.258,0.69222,0.16,-0.48778,0.887,-0.156,-0.065,1.21333,0.00667,0.17889
20471,1.533,0.532,-0.368,-0.20222,0.84667,-3.05889,1.018,0.281,0.353,-0.19,0.10333,0.94556
20576,1.207,0.198,-0.035,-2.89556,0.69111,-2.10667,0.907,-0.04,0.014,-0.88,-0.21333,1.60222
20672,0.311,0.089,-0.027,-1.19667,0.26111,-1.49,0.913,-0.02,0.149,-1.91444,0.02889,1.42667
20774,0.374,-0.107,0.141,-0.01111,-0.20333,0.96889,1.001,-0.109,0.299,-0.65222,0.25889,1.14778
20871,1.795,-1.249,-0.589,-0.66111,-0.10333,0.88889,1.185,0.06,0.544,-1.00889,0.20667,0.36
20973,1.767,-0.245,-0.616,0.13,0.24667,0.15889,1.283,-0.177,0.035,0.39667,-0.13889,-1.60667
21071,1.171,0.326,-0.874,0.24667,-0.48,0.82556,1.497,0.209,0.465,-0.82889,-1.02222,-2.39
21171,0.938,0.037,-0.21,0.8,0.08889,1.88889,0.928,0.068,-0.001,2.50889,-0.48333,-1.82444
21270,0.913,0.062,-0.265,1.41889,-0.15222,1.47444,0.283,0.177,-0.097,1.02333,-0.05667,-0.79222
21372,0.858,-0.006,-0.231,0.88667,-0.15,0.88444,0.512,-0.094,0.04,-0.63556,0.32667,1.46222
21477,1.062,0.032,-0.433,0.71222,-0.07556,0.23111,0.8,-0.597,-0.005,0.50222,-0.86444,-1.24222
21577,1.443,-0.187,-0.049,-0.13778,0.07111,-1.96667,0.51,0.199,0.036,2.01556,-0.67222,-0.73556
21676,1.469,0.229,-0.502,-0.46556,1.05889,-2.56556,0.864,0.028,0.171,-0.6,-0.24333,1.76667
21773,0.723,0.053,-0.063,-2.42333,0.46778,-1.95778,0.923,-0.003,0.157,-1.57444,-0.15444,1.58222
